Light curve of GRB : bn081224887
Energy range : 50 to 300 keV
Trigger time (MET s) : 251846276.414
Tstart (s)	Counts/s
45.003380792541606	4593.75
45.06738485795725	4515.625
45.131388923372896	4515.625
45.19539298878854	4234.375
45.259397054204186	3984.375
45.32340111961983	4937.5
45.387405185035476	4234.375
45.451409250451135	3968.75
45.51541331586678	4125.0
45.579417381282425	4593.75
45.64342144669807	3921.875
45.707425512113716	4406.25
45.77142957752936	4406.25
45.83543364294502	4500.0
45.899437708360665	4296.875
45.96344177377631	4015.625
46.027445839191955	4734.375
46.0914499046076	4765.625
46.155453970023245	4078.125
46.21945803543889	4281.25
46.28346210085455	4171.875
46.347466166270195	4593.75
46.41147023168584	4218.75
46.475474297101485	4468.75
46.53947836251713	4859.375
46.603482427932775	3921.875
46.667486493348434	4640.625
46.73149055876408	4765.625
46.795494624179724	4484.375
46.85949868959537	4421.875
46.923502755011015	4578.125
46.98750682042666	4187.5
47.051510885842305	4921.875
47.115514951257964	4500.0
47.17951901667361	4093.75
47.243523082089254	4234.375
47.3075271475049	4500.0
47.371531212920544	3734.375
47.43553527833619	4843.75
47.49953934375185	3984.375
47.563543409167494	4640.625
47.62754747458314	4343.75
47.691551539998784	4312.5
47.75555560541443	4203.125
47.819559670830074	4578.125
47.88356373624572	4281.25
47.94756780166138	4140.625
48.01157186707702	4140.625
48.07557593249267	4109.375
48.139579997908314	4531.25
48.20358406332396	4421.875
48.267588128739604	4343.75
48.33159219415525	4359.375
48.39559625957091	4406.25
48.45960032498655	4312.5
48.5236043904022	4171.875
48.58760845581784	4531.25
48.65161252123349	4546.875
48.71561658664913	4125.0
48.77962065206479	4843.75
48.84362471748044	4093.75
48.90762878289608	4125.0
48.97163284831173	4468.75
49.03563691372737	4171.875
49.09964097914302	4250.0
49.16364504455866	5078.125
49.22764910997432	4640.625
49.29165317538997	4312.5
49.35565724080561	4265.625
49.41966130622126	4015.625
49.4836653716369	4625.0
49.54766943705255	4484.375
49.61167350246821	4250.0
49.67567756788385	4421.875
49.7396816332995	4781.25
49.80368569871514	4484.375
49.86768976413079	3859.375
49.93169382954643	4609.375
49.99569789496208	3875.0
50.05970196037774	4156.25
50.12370602579338	4593.75
50.18771009120903	4453.125
50.25171415662467	4546.875
50.31571822204032	4359.375
50.37972228745596	4078.125
50.44372635287162	4750.0
50.50773041828727	4093.75
50.57173448370291	4265.625
50.63573854911856	3921.875
50.6997426145342	3921.875
50.76374667994985	4484.375
50.82775074536549	4390.625
50.89175481078115	4234.375
50.955758876196796	4093.75
51.01976294161244	4343.75
51.08376700702809	4406.25
51.14777107244373	4281.25
51.21177513785938	4453.125
51.27577920327502	4156.25
51.33978326869068	4406.25
51.403787334106326	4390.625
51.46779139952197	4421.875
51.531795464937616	4343.75
51.59579953035326	3796.875
51.659803595768906	4375.0
51.723807661184566	4109.375
51.78781172660021	4593.75
51.851815792015856	4562.5
51.9158198574315	4093.75
51.979823922847146	4375.0
52.04382798826279	4062.5
52.107832053678436	4234.375
52.171836119094095	4453.125
52.23584018450974	4156.25
52.299844249925385	4515.625
52.36384831534103	4296.875
52.427852380756676	4546.875
52.49185644617232	4171.875
52.55586051158798	4093.75
52.619864577003625	4218.75
52.68386864241927	4265.625
52.747872707834915	4640.625
52.81187677325056	4125.0
52.875880838666205	4375.0
52.93988490408185	4515.625
53.00388896949751	4328.125
53.067893034913155	4125.0
53.1318971003288	3750.0
53.195901165744445	4203.125
53.25990523116009	4484.375
53.323909296575735	4828.125
53.387913361991394	4187.5
53.45191742740704	4640.625
53.515921492822685	4109.375
53.57992555823833	3953.125
53.643929623653975	4125.0
53.70793368906962	4218.75
53.771937754485265	4093.75
53.835941819900924	4015.625
53.89994588531657	4281.25
53.963949950732214	3953.125
54.02795401614786	4843.75
54.091958081563504	4234.375
54.15596214697915	4781.25
54.219966212394795	4078.125
54.283970277810454	4312.5
54.3479743432261	4593.75
54.411978408641744	4390.625
54.47598247405739	4437.5
54.539986539473034	4265.625
54.60399060488868	4343.75
54.66799467030434	4171.875
54.73199873571998	4515.625
54.79600280113563	4312.5
54.860006866551274	4296.875
54.92401093196692	4406.25
54.988014997382564	4453.125
55.05201906279821	4093.75
55.11602312821387	3984.375
55.18002719362951	4125.0
55.24403125904516	4312.5
55.3080353244608	4578.125
55.37203938987645	4140.625
55.43604345529209	4140.625
55.50004752070775	4234.375
55.5640515861234	5015.625
55.62805565153904	4546.875
55.69205971695469	4234.375
55.75606378237033	4140.625
55.82006784778598	4250.0
55.88407191320162	4437.5
55.94807597861728	4000.0
56.01208004403293	3859.375
56.07608410944857	4156.25
56.14008817486422	4531.25
56.20409224027986	4265.625
56.26809630569551	4375.0
56.33210037111117	4234.375
56.39610443652681	4453.125
56.46010850194246	4000.0
56.5241125673581	4109.375
56.58811663277375	4265.625
56.65212069818939	4375.0
56.71612476360504	4093.75
56.7801288290207	4796.875
56.84413289443634	4593.75
56.90813695985199	3734.375
56.97214102526763	4171.875
57.03614509068328	4031.25
57.10014915609892	4562.5
57.16415322151458	4031.25
57.22815728693023	4562.5
57.29216135234587	4171.875
57.35616541776152	4187.5
57.42016948317716	4171.875
57.48417354859281	4390.625
57.54817761400845	4390.625
57.61218167942411	4156.25
57.676185744839756	4375.0
57.7401898102554	4609.375
57.80419387567105	4625.0
57.86819794108669	4171.875
57.93220200650234	4187.5
57.99620607191798	4390.625
58.06021013733364	4296.875
58.124214202749286	4328.125
58.18821826816493	4625.0
58.252222333580576	3656.25
58.31622639899622	4125.0
58.380230464411866	4437.5
58.444234529827526	4687.5
58.50823859524317	4125.0
58.572242660658816	4171.875
58.63624672607446	4343.75
58.700250791490106	3562.5
58.76425485690575	4265.625
58.828258922321396	4359.375
58.892262987737055	4203.125
58.9562670531527	4156.25
59.020271118568346	4218.75
59.08427518398399	4234.375
59.148279249399636	4265.625
59.21228331481528	4468.75
59.27628738023094	4390.625
59.340291445646585	4375.0
59.40429551106223	4531.25
59.468299576477875	4859.375
59.53230364189352	4250.0
59.596307707309165	4218.75
59.66031177272481	3937.5
59.72431583814047	4312.5
59.788319903556115	4421.875
59.85232396897176	4640.625
59.916328034387405	4406.25
59.98033209980305	4125.0
60.044336165218695	4109.375
60.108340230634354	3890.625
60.17234429605	4625.0
60.236348361465645	4078.125
60.30035242688129	3890.625
60.364356492296935	3656.25
60.42836055771258	4468.75
60.492364623128225	4093.75
60.556368688543884	4343.75
60.62037275395953	4046.875
60.684376819375174	4140.625
60.74838088479082	4187.5
60.812384950206464	4359.375
60.87638901562211	4531.25
60.940393081037755	4140.625
61.004397146453414	4234.375
61.06840121186906	4390.625
61.132405277284704	4015.625
61.19640934270035	3984.375
61.260413408115994	3843.75
61.32441747353164	4031.25
61.3884215389473	4171.875
61.45242560436294	4046.875
61.51642966977859	4250.0
61.580433735194234	4000.0
61.64443780060988	4515.625
61.708441866025524	4343.75
61.77244593144117	4250.0
61.83644999685683	4343.75
61.90045406227247	4062.5
61.96445812768812	4000.0
62.02846219310376	4109.375
62.09246625851941	4156.25
62.156470323935054	4453.125
62.22047438935071	4296.875
62.28447845476636	4437.5
62.348482520182	4546.875
62.41248658559765	4375.0
62.47649065101329	4203.125
62.54049471642894	4015.625
62.60449878184458	4812.5
62.66850284726024	3671.875
62.73250691267589	3828.125
62.79651097809153	4265.625
62.86051504350718	3890.625
62.92451910892282	4296.875
62.98852317433847	3812.5
63.05252723975413	4203.125
63.11653130516977	4562.5
63.18053537058542	4718.75
63.24453943600106	4578.125
63.30854350141671	4062.5
63.37254756683235	4500.0
63.436551632248	4359.375
63.50055569766366	4203.125
63.5645597630793	4656.25
63.62856382849495	3937.5
63.69256789391059	4625.0
63.75657195932624	4468.75
63.82057602474188	4328.125
63.88458009015753	4609.375
63.94858415557319	4859.375
64.01258822098883	4265.625
64.07659228640448	4390.625
64.14059635182012	3906.25
64.20460041723577	4906.25
64.26860448265141	4234.375
64.33260854806707	4593.75
64.39661261348272	4187.5
64.46061667889836	4234.375
64.524620744314	3765.625
64.58862480972965	4843.75
64.6526288751453	4718.75
64.71663294056094	3984.375
64.7806370059766	4781.25
64.84464107139225	4218.75
64.90864513680789	4265.625
64.97264920222354	3921.875
65.03665326763918	4546.875
65.10065733305483	3734.375
65.16466139847049	4328.125
65.22866546388613	4343.75
65.29266952930178	3828.125
65.35667359471742	4390.625
65.42067766013307	4093.75
65.48468172554871	4156.25
65.54868579096436	4093.75
65.61268985638002	4218.75
65.67669392179566	4078.125
65.7406979872113	4468.75
65.80470205262695	4000.0
65.8687061180426	4203.125
65.93271018345824	4109.375
65.9967142488739	3796.875
66.06071831428955	4078.125
66.12472237970519	4281.25
66.18872644512084	4187.5
66.25273051053648	4156.25
66.31673457595213	3906.25
66.38073864136777	4734.375
66.44474270678343	4687.5
66.50874677219907	4500.0
66.57275083761472	4078.125
66.63675490303036	4562.5
66.70075896844601	4296.875
66.76476303386166	4734.375
66.82876709927731	4046.875
66.89277116469296	4250.0
66.9567752301086	4375.0
67.02077929552425	3984.375
67.0847833609399	4125.0
67.14878742635554	3796.875
67.21279149177118	4421.875
67.27679555718684	3968.75
67.34079962260249	4531.25
67.40480368801813	4281.25
67.46880775343378	4718.75
67.53281181884942	4187.5
67.59681588426507	4359.375
67.66081994968071	4343.75
67.72482401509637	4546.875
67.78882808051202	4500.0
67.85283214592766	4312.5
67.91683621134331	3656.25
67.98084027675895	4468.75
68.0448443421746	4296.875
68.10884840759026	4093.75
68.1728524730059	4781.25
68.23685653842155	3609.375
68.3008606038372	4312.5
68.36486466925284	4296.875
68.42886873466848	3875.0
68.49287280008413	4046.875
68.55687686549979	4781.25
68.62088093091543	4875.0
68.68488499633108	4031.25
68.74888906174672	4562.5
68.81289312716237	4734.375
68.87689719257801	4000.0
68.94090125799367	4640.625
69.00490532340932	4250.0
69.06890938882496	4296.875
69.13291345424061	4937.5
69.19691751965625	4250.0
69.2609215850719	4687.5
69.32492565048754	4375.0
69.3889297159032	4171.875
69.45293378131885	4156.25
69.51693784673449	4593.75
69.58094191215014	4484.375
69.64494597756578	4375.0
69.70895004298143	3890.625
69.77295410839709	4390.625
69.83695817381273	4453.125
69.90096223922838	3890.625
69.96496630464402	4281.25
70.02897037005967	4609.375
70.09297443547531	4437.5
70.15697850089096	4359.375
70.22098256630662	4250.0
70.28498663172226	3593.75
70.3489906971379	4562.5
70.41299476255355	4812.5
70.4769988279692	4375.0
70.54100289338484	4546.875
70.60500695880049	4234.375
70.66901102421615	4015.625
70.73301508963179	4546.875
70.79701915504744	4203.125
70.86102322046308	3687.5
70.92502728587873	3796.875
70.98903135129437	4125.0
71.05303541671003	4250.0
71.11703948212568	4140.625
71.18104354754132	4515.625
71.24504761295697	4406.25
71.30905167837261	4031.25
71.37305574378826	4671.875
71.4370598092039	4109.375
71.50106387461956	4312.5
71.5650679400352	4265.625
71.62907200545085	3953.125
71.6930760708665	4609.375
71.75708013628214	5015.625
71.82108420169779	3828.125
71.88508826711345	4390.625
71.94909233252909	4687.5
72.01309639794474	4046.875
72.07710046336038	4921.875
72.14110452877603	4171.875
72.20510859419167	4031.25
72.26911265960732	3921.875
72.33311672502298	3906.25
72.39712079043862	4109.375
72.46112485585427	4250.0
72.52512892126991	4187.5
72.58913298668556	4234.375
72.6531370521012	4500.0
72.71714111751686	3640.625
72.7811451829325	4031.25
72.84514924834815	3906.25
72.9091533137638	4312.5
72.97315737917944	4187.5
73.03716144459509	4375.0
73.10116551001073	4390.625
73.16516957542639	4078.125
73.22917364084203	4406.25
73.29317770625768	3843.75
73.35718177167332	4437.5
73.42118583708897	4546.875
73.48518990250462	4296.875
73.54919396792027	3953.125
73.61319803333592	3921.875
73.67720209875156	4390.625
73.74120616416721	4375.0
73.80521022958285	4265.625
73.8692142949985	4171.875
73.93321836041414	4562.5
73.9972224258298	4281.25
74.06122649124545	4093.75
74.1252305566611	3781.25
74.18923462207674	4000.0
74.25323868749238	4328.125
74.31724275290803	3625.0
74.38124681832367	4078.125
74.44525088373933	4203.125
74.50925494915498	4562.5
74.57325901457062	3671.875
74.63726307998627	4546.875
74.70126714540191	4015.625
74.76527121081756	4109.375
74.82927527623322	4468.75
74.89327934164886	4156.25
74.95728340706451	4312.5
75.02128747248015	4406.25
75.0852915378958	4421.875
75.14929560331144	3921.875
75.21329966872709	4890.625
75.27730373414275	4046.875
75.3413077995584	4328.125
75.40531186497404	4812.5
75.46931593038968	3859.375
75.53331999580533	4390.625
75.59732406122097	4437.5
75.66132812663663	4218.75
75.72533219205228	4515.625
75.78933625746792	4625.0
75.85334032288357	4093.75
75.91734438829921	4218.75
75.98134845371486	4125.0
76.0453525191305	4234.375
76.10935658454616	4015.625
76.17336064996181	4375.0
76.23736471537745	4406.25
76.3013687807931	3796.875
76.36537284620874	3859.375
76.42937691162439	4390.625
76.49338097704005	4437.5
76.55738504245569	4687.5
76.62138910787134	4546.875
76.68539317328698	4468.75
76.74939723870263	4343.75
76.81340130411827	4187.5
76.87740536953392	4609.375
76.94140943494958	3656.25
77.00541350036522	3953.125
77.06941756578087	4046.875
77.13342163119651	5046.875
77.19742569661216	4828.125
77.2614297620278	4062.5
77.32543382744345	4765.625
77.3894378928591	4546.875
77.45344195827475	4046.875
77.5174460236904	4484.375
77.58145008910604	3968.75
77.64545415452169	4625.0
77.70945821993733	4218.75
77.77346228535299	4234.375
77.83746635076864	3968.75
77.90147041618428	4265.625
77.96547448159993	4593.75
78.02947854701557	4343.75
78.09348261243122	4281.25
78.15748667784686	4265.625
78.22149074326252	4109.375
78.28549480867817	3921.875
78.34949887409381	4406.25
78.41350293950946	4312.5
78.4775070049251	4828.125
78.54151107034075	4062.5
78.6055151357564	4234.375
78.66951920117205	4781.25
78.7335232665877	4421.875
78.79752733200334	4250.0
78.86153139741899	4296.875
78.92553546283463	4625.0
78.98953952825028	4015.625
79.05354359366594	3937.5
79.11754765908158	3921.875
79.18155172449723	4250.0
79.24555578991287	3921.875
79.30955985532852	4265.625
79.37356392074416	4453.125
79.43756798615982	4250.0
79.50157205157547	4875.0
79.56557611699111	3796.875
79.62958018240676	4562.5
79.6935842478224	4234.375
79.75758831323805	4453.125
79.82159237865369	4187.5
79.88559644406935	4609.375
79.949600509485	4218.75
