Tstart (s),Counts/s,Cumulative Sum
25.3541327099379,5000.0,3862937.5
25.418136775353545,4421.875,3867359.375
25.48214084076919,4453.125,3871812.5
25.546144906184836,4062.5,3875875.0
25.610148971600488,3906.25,3879781.25
25.674153037016133,4296.875,3884078.125
25.738157102431778,4515.625,3888593.75
25.80216116784743,4171.875,3892765.625
25.866165233263075,4625.0,3897390.625
25.93016929867872,4609.375,3902000.0
25.994173364094372,4343.75,3906343.75
26.058177429510017,4359.375,3910703.125
26.122181494925663,4468.75,3915171.875
26.186185560341315,4078.125,3919250.0
26.25018962575696,3578.125,3922828.125
26.314193691172605,4828.125,3927656.25
26.37819775658825,4265.625,3931921.875
26.442201822003902,4562.5,3936484.375
26.506205887419547,3906.25,3940390.625
26.570209952835192,4453.125,3944843.75
26.634214018250844,4296.875,3949140.625
26.69821808366649,4484.375,3953625.0
26.762222149082135,4187.5,3957812.5
26.826226214497787,4890.625,3962703.125
26.890230279913432,4671.875,3967375.0
26.954234345329077,4734.375,3972109.375
27.01823841074473,4578.125,3976687.5
27.082242476160374,4453.125,3981140.625
27.14624654157602,4359.375,3985500.0
27.210250606991664,4609.375,3990109.375
27.274254672407316,4171.875,3994281.25
27.33825873782296,4328.125,3998609.375
27.402262803238607,4625.0,4003234.375
27.46626686865426,4687.5,4007921.875
27.530270934069904,3718.75,4011640.625
27.59427499948555,3875.0,4015515.625
27.6582790649012,4328.125,4019843.75
27.722283130316846,4453.125,4024296.875
27.78628719573249,4046.875,4028343.75
27.850291261148136,4234.375,4032578.125
27.91429532656379,4484.375,4037062.5
27.978299391979434,4046.875,4041109.375
28.04230345739508,4421.875,4045531.25
28.10630752281073,3859.375,4049390.625
28.170311588226376,3953.125,4053343.75
28.23431565364202,4312.5,4057656.25
28.298319719057673,4296.875,4061953.125
28.36232378447332,4218.75,4066171.875
28.426327849888963,4218.75,4070390.625
28.490331915304616,4796.875,4075187.5
28.55433598072026,4328.125,4079515.625
28.618340046135906,4515.625,4084031.25
28.68234411155155,4375.0,4088406.25
28.746348176967203,4296.875,4092703.125
28.810352242382848,4359.375,4097062.5
28.874356307798493,4718.75,4101781.25
28.938360373214145,4093.75,4105875.0
29.00236443862979,4515.625,4110390.625
29.066368504045435,4578.125,4114968.75
29.130372569461088,4015.625,4118984.375
29.194376634876733,4390.625,4123375.0
29.258380700292378,4343.75,4127718.75
29.322384765708023,4390.625,4132109.375
29.386388831123675,3890.625,4136000.0
29.45039289653932,4250.0,4140250.0
29.514396961954965,4140.625,4144390.625
29.578401027370617,3875.0,4148265.625
29.642405092786262,4031.25,4152296.875
29.706409158201907,4515.625,4156812.5
29.77041322361756,4500.0,4161312.5
29.834417289033205,4500.0,4165812.5
29.89842135444885,4359.375,4170171.875
29.962425419864502,4031.25,4174203.125
30.026429485280147,3843.75,4178046.875
30.090433550695792,4062.5,4182109.375
30.154437616111437,4562.5,4186671.875
30.21844168152709,3843.75,4190515.625
30.282445746942734,4390.625,4194906.25
30.34644981235838,4187.5,4199093.75
30.41045387777403,4468.75,4203562.5
30.474457943189677,4734.375,4208296.875
30.538462008605322,4468.75,4212765.625
30.602466074020974,4531.25,4217296.875
30.66647013943662,4484.375,4221781.25
30.730474204852264,4578.125,4226359.375
30.79447827026791,4703.125,4231062.5
30.85848233568356,4484.375,4235546.875
30.922486401099206,4281.25,4239828.125
30.98649046651485,4375.0,4244203.125
31.050494531930504,4015.625,4248218.75
31.11449859734615,4500.0,4252718.75
31.178502662761794,4281.25,4257000.0
31.242506728177446,4109.375,4261109.375
31.30651079359309,4421.875,4265531.25
31.370514859008736,4531.25,4270062.5
31.43451892442439,4000.0,4274062.5
31.498522989840033,4390.625,4278453.125
31.56252705525568,4281.25,4282734.375
31.626531120671324,4531.25,4287265.625
31.690535186086976,3875.0,4291140.625
31.75453925150262,4171.875,4295312.5
31.818543316918266,4125.0,4299437.5
31.882547382333918,4156.25,4303593.75
31.946551447749563,4546.875,4308140.625
32.01055551316521,4390.625,4312531.25
32.07455957858086,4437.5,4316968.75
32.138563643996505,3953.125,4320921.875
32.20256770941215,4437.5,4325359.375
32.266571774827796,4484.375,4329843.75
32.33057584024345,4468.75,4334312.5
32.39457990565909,4109.375,4338421.875
32.45858397107474,4234.375,4342656.25
32.52258803649039,4640.625,4347296.875
32.586592101906035,3984.375,4351281.25
32.65059616732168,4312.5,4355593.75
32.71460023273733,5265.625,4360859.375
32.77860429815298,4531.25,4365390.625
32.84260836356862,4453.125,4369843.75
32.906612428984275,4343.75,4374187.5
32.97061649439992,4031.25,4378218.75
33.034620559815565,4015.625,4382234.375
33.09862462523121,4500.0,4386734.375
33.16262869064686,4890.625,4391625.0
33.22663275606251,4656.25,4396281.25
33.29063682147815,4843.75,4401125.0
33.354640886893804,4765.625,4405890.625
33.41864495230945,4031.25,4409921.875
33.482649017725095,4718.75,4414640.625
33.54665308314075,4062.5,4418703.125
33.61065714855639,4171.875,4422875.0
33.67466121397204,4453.125,4427328.125
33.73866527938768,4296.875,4431625.0
33.802669344803334,4687.5,4436312.5
33.86667341021898,4750.0,4441062.5
33.930677475634624,4343.75,4445406.25
33.99468154105028,4953.125,4450359.375
34.05868560646592,4515.625,4454875.0
34.12268967188157,4328.125,4459203.125
34.18669373729722,4453.125,4463656.25
34.250697802712864,4421.875,4468078.125
34.31470186812851,4656.25,4472734.375
34.37870593354416,4343.75,4477078.125
34.442709998959806,4515.625,4481593.75
34.50671406437545,4234.375,4485828.125
34.570718129791096,4296.875,4490125.0
34.63472219520675,4453.125,4494578.125
34.698726260622394,4421.875,4499000.0
34.76273032603804,4812.5,4503812.5
34.82673439145369,4250.0,4508062.5
34.890738456869336,4187.5,4512250.0
34.95474252228498,4062.5,4516312.5
35.01874658770063,4359.375,4520671.875
35.08275065311628,4203.125,4524875.0
35.14675471853192,4687.5,4529562.5
35.21075878394757,4312.5,4533875.0
35.27476284936322,4546.875,4538421.875
35.338766914778866,4250.0,4542671.875
35.40277098019451,4296.875,4546968.75
35.46677504561016,4593.75,4551562.5
35.53077911102581,4156.25,4555718.75
35.59478317644145,4421.875,4560140.625
35.658787241857105,4203.125,4564343.75
35.72279130727275,3984.375,4568328.125
35.786795372688395,4343.75,4572671.875
35.85079943810405,4187.5,4576859.375
35.91480350351969,4203.125,4581062.5
35.97880756893534,4468.75,4585531.25
36.04281163435098,4468.75,4590000.0
36.106815699766635,4140.625,4594140.625
36.17081976518228,4250.0,4598390.625
36.234823830597925,4781.25,4603171.875
36.29882789601358,4171.875,4607343.75
36.36283196142922,4156.25,4611500.0
36.42683602684487,4156.25,4615656.25
36.49084009226052,4656.25,4620312.5
36.554844157676165,3640.625,4623953.125
36.61884822309181,4546.875,4628500.0
36.68285228850746,4843.75,4633343.75
36.74685635392311,4921.875,4638265.625
36.81086041933875,4218.75,4642484.375
36.8748644847544,4390.625,4646875.0
36.93886855017005,4187.5,4651062.5
37.002872615585694,4593.75,4655656.25
37.06687668100134,4171.875,4659828.125
37.13088074641699,4031.25,4663859.375
37.19488481183264,3375.0,4667234.375
37.25888887724828,4250.0,4671484.375
37.322892942663934,4234.375,4675718.75
37.38689700807958,4468.75,4680187.5
37.450901073495224,4421.875,4684609.375
37.51490513891087,4343.75,4688953.125
37.57890920432652,3968.75,4692921.875
37.64291326974217,4125.0,4697046.875
37.70691733515781,4171.875,4701218.75
37.77092140057346,4296.875,4705515.625
37.8349254659891,4328.125,4709843.75
37.89892953140476,4343.75,4714187.5
37.962933596820406,4578.125,4718765.625
38.02693766223605,4140.625,4722906.25
38.090941727651696,3718.75,4726625.0
38.15494579306734,4390.625,4731015.625
38.218949858482986,4171.875,4735187.5
38.282953923898646,3968.75,4739156.25
38.34695798931429,4078.125,4743234.375
38.410962054729936,3968.75,4747203.125
38.47496612014558,4046.875,4751250.0
38.538970185561226,4218.75,4755468.75
38.60297425097687,4390.625,4759859.375
38.666978316392516,4234.375,4764093.75
38.730982381808175,4031.25,4768125.0
38.79498644722382,4234.375,4772359.375
38.858990512639465,4468.75,4776828.125
38.92299457805511,4593.75,4781421.875
38.986998643470756,4406.25,4785828.125
39.0510027088864,4453.125,4790281.25
39.11500677430206,4203.125,4794484.375
39.179010839717705,4250.0,4798734.375
39.24301490513335,4343.75,4803078.125
39.307018970548995,4640.625,4807718.75
39.37102303596464,4250.0,4811968.75
39.435027101380285,4234.375,4816203.125
39.49903116679593,4406.25,4820609.375
39.56303523221159,4125.0,4824734.375
39.627039297627235,5078.125,4829812.5
39.69104336304288,4265.625,4834078.125
39.755047428458525,4078.125,4838156.25
39.81905149387417,4781.25,4842937.5
39.883055559289815,4640.625,4847578.125
39.947059624705474,3546.875,4851125.0
40.01106369012112,4046.875,4855171.875
40.075067755536764,4187.5,4859359.375
40.13907182095241,4609.375,4863968.75
40.203075886368055,4359.375,4868328.125
40.2670799517837,4375.0,4872703.125
40.331084017199345,4156.25,4876859.375
40.395088082615004,3750.0,4880609.375
40.45909214803065,3859.375,4884468.75
40.523096213446294,4156.25,4888625.0
40.58710027886194,4359.375,4892984.375
40.651104344277584,4515.625,4897500.0
40.71510840969323,4046.875,4901546.875
40.77911247510889,4218.75,4905765.625
40.843116540524534,4375.0,4910140.625
40.90712060594018,4453.125,4914593.75
40.971124671355824,3906.25,4918500.0
41.03512873677147,3875.0,4922375.0
41.099132802187114,4140.625,4926515.625
41.16313686760276,4515.625,4931031.25
41.22714093301842,4640.625,4935671.875
41.29114499843406,4906.25,4940578.125
41.35514906384971,4390.625,4944968.75
41.419153129265354,4281.25,4949250.0
41.483157194681,4312.5,4953562.5
41.547161260096644,3609.375,4957171.875
41.61116532551229,3921.875,4961093.75
41.67516939092795,4656.25,4965750.0
41.73917345634359,4375.0,4970125.0
41.80317752175924,4281.25,4974406.25
41.86718158717488,4578.125,4978984.375
41.93118565259053,3796.875,4982781.25
41.99518971800617,4562.5,4987343.75
42.05919378342183,4578.125,4991921.875
42.12319784883748,4562.5,4996484.375
42.18720191425312,4390.625,5000875.0
42.25120597966877,4640.625,5005515.625
42.31521004508441,4562.5,5010078.125
42.37921411050006,4234.375,5014312.5
42.4432181759157,4781.25,5019093.75
42.50722224133136,4171.875,5023265.625
42.57122630674701,4390.625,5027656.25
42.63523037216265,4312.5,5031968.75
42.6992344375783,4046.875,5036015.625
42.76323850299394,4640.625,5040656.25
42.82724256840959,4250.0,5044906.25
42.89124663382525,4187.5,5049093.75
42.95525069924089,4609.375,5053703.125
43.01925476465654,4093.75,5057796.875
43.08325883007218,4453.125,5062250.0
43.14726289548783,4250.0,5066500.0
43.21126696090347,4109.375,5070609.375
43.27527102631912,4359.375,5074968.75
43.33927509173478,4296.875,5079265.625
43.40327915715042,4234.375,5083500.0
43.46728322256607,4828.125,5088328.125
43.53128728798171,4359.375,5092687.5
43.59529135339736,4625.0,5097312.5
43.659295418813,4593.75,5101906.25
43.72329948422866,4296.875,5106203.125
43.78730354964431,4750.0,5110953.125
43.85130761505995,4359.375,5115312.5
43.9153116804756,4250.0,5119562.5
43.97931574589124,4453.125,5124015.625
44.04331981130689,4750.0,5128765.625
44.10732387672253,4812.5,5133578.125
44.17132794213819,3968.75,5137546.875
44.235332007553836,4312.5,5141859.375
44.29933607296948,4234.375,5146093.75
44.36334013838513,4031.25,5150125.0
44.42734420380077,4218.75,5154343.75
44.49134826921642,4390.625,5158734.375
44.55535233463206,4265.625,5163000.0
44.61935640004772,4484.375,5167484.375
44.683360465463366,3781.25,5171265.625
44.74736453087901,4015.625,5175281.25
44.811368596294656,4531.25,5179812.5
44.8753726617103,3875.0,5183687.5
44.939376727125946,4890.625,5188578.125
45.003380792541606,4593.75,5193171.875
45.06738485795725,4515.625,5197687.5
45.131388923372896,4515.625,5202203.125
45.19539298878854,4234.375,5206437.5
45.259397054204186,3984.375,5210421.875
45.32340111961983,4937.5,5215359.375
45.387405185035476,4234.375,5219593.75
45.451409250451135,3968.75,5223562.5
45.51541331586678,4125.0,5227687.5
45.579417381282425,4593.75,5232281.25
45.64342144669807,3921.875,5236203.125
45.707425512113716,4406.25,5240609.375
45.77142957752936,4406.25,5245015.625
45.83543364294502,4500.0,5249515.625
45.899437708360665,4296.875,5253812.5
45.96344177377631,4015.625,5257828.125
46.027445839191955,4734.375,5262562.5
46.0914499046076,4765.625,5267328.125
46.155453970023245,4078.125,5271406.25
46.21945803543889,4281.25,5275687.5
46.28346210085455,4171.875,5279859.375
46.347466166270195,4593.75,5284453.125
46.41147023168584,4218.75,5288671.875
46.475474297101485,4468.75,5293140.625
46.53947836251713,4859.375,5298000.0
46.603482427932775,3921.875,5301921.875
46.667486493348434,4640.625,5306562.5
46.73149055876408,4765.625,5311328.125
46.795494624179724,4484.375,5315812.5
46.85949868959537,4421.875,5320234.375
46.923502755011015,4578.125,5324812.5
46.98750682042666,4187.5,5329000.0
47.051510885842305,4921.875,5333921.875
47.115514951257964,4500.0,5338421.875
47.17951901667361,4093.75,5342515.625
47.243523082089254,4234.375,5346750.0
47.3075271475049,4500.0,5351250.0
47.371531212920544,3734.375,5354984.375
47.43553527833619,4843.75,5359828.125
47.49953934375185,3984.375,5363812.5
47.563543409167494,4640.625,5368453.125
47.62754747458314,4343.75,5372796.875
47.691551539998784,4312.5,5377109.375
47.75555560541443,4203.125,5381312.5
47.819559670830074,4578.125,5385890.625
47.88356373624572,4281.25,5390171.875
47.94756780166138,4140.625,5394312.5
48.01157186707702,4140.625,5398453.125
48.07557593249267,4109.375,5402562.5
48.139579997908314,4531.25,5407093.75
48.20358406332396,4421.875,5411515.625
48.267588128739604,4343.75,5415859.375
48.33159219415525,4359.375,5420218.75
48.39559625957091,4406.25,5424625.0
48.45960032498655,4312.5,5428937.5
48.5236043904022,4171.875,5433109.375
48.58760845581784,4531.25,5437640.625
48.65161252123349,4546.875,5442187.5
48.71561658664913,4125.0,5446312.5
48.77962065206479,4843.75,5451156.25
48.84362471748044,4093.75,5455250.0
48.90762878289608,4125.0,5459375.0
48.97163284831173,4468.75,5463843.75
49.03563691372737,4171.875,5468015.625
49.09964097914302,4250.0,5472265.625
49.16364504455866,5078.125,5477343.75
49.22764910997432,4640.625,5481984.375
49.29165317538997,4312.5,5486296.875
49.35565724080561,4265.625,5490562.5
49.41966130622126,4015.625,5494578.125
49.4836653716369,4625.0,5499203.125
49.54766943705255,4484.375,5503687.5
49.61167350246821,4250.0,5507937.5
49.67567756788385,4421.875,5512359.375
49.7396816332995,4781.25,5517140.625
49.80368569871514,4484.375,5521625.0
49.86768976413079,3859.375,5525484.375
49.93169382954643,4609.375,5530093.75
49.99569789496208,3875.0,5533968.75
50.05970196037774,4156.25,5538125.0
50.12370602579338,4593.75,5542718.75
50.18771009120903,4453.125,5547171.875
50.25171415662467,4546.875,5551718.75
50.31571822204032,4359.375,5556078.125
50.37972228745596,4078.125,5560156.25
50.44372635287162,4750.0,5564906.25
50.50773041828727,4093.75,5569000.0
50.57173448370291,4265.625,5573265.625
50.63573854911856,3921.875,5577187.5
50.6997426145342,3921.875,5581109.375
50.76374667994985,4484.375,5585593.75
50.82775074536549,4390.625,5589984.375
50.89175481078115,4234.375,5594218.75
50.955758876196796,4093.75,5598312.5
51.01976294161244,4343.75,5602656.25
51.08376700702809,4406.25,5607062.5
51.14777107244373,4281.25,5611343.75
51.21177513785938,4453.125,5615796.875
51.27577920327502,4156.25,5619953.125
51.33978326869068,4406.25,5624359.375
51.403787334106326,4390.625,5628750.0
51.46779139952197,4421.875,5633171.875
51.531795464937616,4343.75,5637515.625
51.59579953035326,3796.875,5641312.5
51.659803595768906,4375.0,5645687.5
51.723807661184566,4109.375,5649796.875
51.78781172660021,4593.75,5654390.625
51.851815792015856,4562.5,5658953.125
51.9158198574315,4093.75,5663046.875
51.979823922847146,4375.0,5667421.875
52.04382798826279,4062.5,5671484.375
52.107832053678436,4234.375,5675718.75
52.171836119094095,4453.125,5680171.875
52.23584018450974,4156.25,5684328.125
52.299844249925385,4515.625,5688843.75
52.36384831534103,4296.875,5693140.625
52.427852380756676,4546.875,5697687.5
52.49185644617232,4171.875,5701859.375
52.55586051158798,4093.75,5705953.125
52.619864577003625,4218.75,5710171.875
52.68386864241927,4265.625,5714437.5
52.747872707834915,4640.625,5719078.125
52.81187677325056,4125.0,5723203.125
52.875880838666205,4375.0,5727578.125
52.93988490408185,4515.625,5732093.75
53.00388896949751,4328.125,5736421.875
53.067893034913155,4125.0,5740546.875
53.1318971003288,3750.0,5744296.875
53.195901165744445,4203.125,5748500.0
53.25990523116009,4484.375,5752984.375
53.323909296575735,4828.125,5757812.5
53.387913361991394,4187.5,5762000.0
53.45191742740704,4640.625,5766640.625
53.515921492822685,4109.375,5770750.0
53.57992555823833,3953.125,5774703.125
53.643929623653975,4125.0,5778828.125
53.70793368906962,4218.75,5783046.875
53.771937754485265,4093.75,5787140.625
53.835941819900924,4015.625,5791156.25
53.89994588531657,4281.25,5795437.5
53.963949950732214,3953.125,5799390.625
54.02795401614786,4843.75,5804234.375
54.091958081563504,4234.375,5808468.75
54.15596214697915,4781.25,5813250.0
54.219966212394795,4078.125,5817328.125
54.283970277810454,4312.5,5821640.625
54.3479743432261,4593.75,5826234.375
54.411978408641744,4390.625,5830625.0
54.47598247405739,4437.5,5835062.5
54.539986539473034,4265.625,5839328.125
54.60399060488868,4343.75,5843671.875
54.66799467030434,4171.875,5847843.75
54.73199873571998,4515.625,5852359.375
54.79600280113563,4312.5,5856671.875
54.860006866551274,4296.875,5860968.75
54.92401093196692,4406.25,5865375.0
54.988014997382564,4453.125,5869828.125
55.05201906279821,4093.75,5873921.875
55.11602312821387,3984.375,5877906.25
55.18002719362951,4125.0,5882031.25
55.24403125904516,4312.5,5886343.75
55.3080353244608,4578.125,5890921.875
55.37203938987645,4140.625,5895062.5
55.43604345529209,4140.625,5899203.125
55.50004752070775,4234.375,5903437.5
55.5640515861234,5015.625,5908453.125
55.62805565153904,4546.875,5913000.0
55.69205971695469,4234.375,5917234.375
55.75606378237033,4140.625,5921375.0
55.82006784778598,4250.0,5925625.0
55.88407191320162,4437.5,5930062.5
55.94807597861728,4000.0,5934062.5
56.01208004403293,3859.375,5937921.875
56.07608410944857,4156.25,5942078.125
56.14008817486422,4531.25,5946609.375
56.20409224027986,4265.625,5950875.0
56.26809630569551,4375.0,5955250.0
56.33210037111117,4234.375,5959484.375
56.39610443652681,4453.125,5963937.5
56.46010850194246,4000.0,5967937.5
56.5241125673581,4109.375,5972046.875
56.58811663277375,4265.625,5976312.5
56.65212069818939,4375.0,5980687.5
56.71612476360504,4093.75,5984781.25
56.7801288290207,4796.875,5989578.125
56.84413289443634,4593.75,5994171.875
56.90813695985199,3734.375,5997906.25
56.97214102526763,4171.875,6002078.125
57.03614509068328,4031.25,6006109.375
57.10014915609892,4562.5,6010671.875
57.16415322151458,4031.25,6014703.125
57.22815728693023,4562.5,6019265.625
57.29216135234587,4171.875,6023437.5
57.35616541776152,4187.5,6027625.0
57.42016948317716,4171.875,6031796.875
57.48417354859281,4390.625,6036187.5
57.54817761400845,4390.625,6040578.125
57.61218167942411,4156.25,6044734.375
57.676185744839756,4375.0,6049109.375
57.7401898102554,4609.375,6053718.75
57.80419387567105,4625.0,6058343.75
57.86819794108669,4171.875,6062515.625
57.93220200650234,4187.5,6066703.125
57.99620607191798,4390.625,6071093.75
58.06021013733364,4296.875,6075390.625
58.124214202749286,4328.125,6079718.75
58.18821826816493,4625.0,6084343.75
58.252222333580576,3656.25,6088000.0
58.31622639899622,4125.0,6092125.0
58.380230464411866,4437.5,6096562.5
58.444234529827526,4687.5,6101250.0
58.50823859524317,4125.0,6105375.0
58.572242660658816,4171.875,6109546.875
58.63624672607446,4343.75,6113890.625
58.700250791490106,3562.5,6117453.125
58.76425485690575,4265.625,6121718.75
58.828258922321396,4359.375,6126078.125
58.892262987737055,4203.125,6130281.25
58.9562670531527,4156.25,6134437.5
59.020271118568346,4218.75,6138656.25
59.08427518398399,4234.375,6142890.625
59.148279249399636,4265.625,6147156.25
59.21228331481528,4468.75,6151625.0
59.27628738023094,4390.625,6156015.625
59.340291445646585,4375.0,6160390.625
59.40429551106223,4531.25,6164921.875
59.468299576477875,4859.375,6169781.25
59.53230364189352,4250.0,6174031.25
59.596307707309165,4218.75,6178250.0
59.66031177272481,3937.5,6182187.5
59.72431583814047,4312.5,6186500.0
59.788319903556115,4421.875,6190921.875
59.85232396897176,4640.625,6195562.5
59.916328034387405,4406.25,6199968.75
59.98033209980305,4125.0,6204093.75
60.044336165218695,4109.375,6208203.125
60.108340230634354,3890.625,6212093.75
60.17234429605,4625.0,6216718.75
60.236348361465645,4078.125,6220796.875
60.30035242688129,3890.625,6224687.5
60.364356492296935,3656.25,6228343.75
60.42836055771258,4468.75,6232812.5
60.492364623128225,4093.75,6236906.25
60.556368688543884,4343.75,6241250.0
60.62037275395953,4046.875,6245296.875
60.684376819375174,4140.625,6249437.5
60.74838088479082,4187.5,6253625.0
60.812384950206464,4359.375,6257984.375
60.87638901562211,4531.25,6262515.625
60.940393081037755,4140.625,6266656.25
61.004397146453414,4234.375,6270890.625
61.06840121186906,4390.625,6275281.25
61.132405277284704,4015.625,6279296.875
61.19640934270035,3984.375,6283281.25
61.260413408115994,3843.75,6287125.0
61.32441747353164,4031.25,6291156.25
61.3884215389473,4171.875,6295328.125
61.45242560436294,4046.875,6299375.0
61.51642966977859,4250.0,6303625.0
61.580433735194234,4000.0,6307625.0
61.64443780060988,4515.625,6312140.625
61.708441866025524,4343.75,6316484.375
61.77244593144117,4250.0,6320734.375
61.83644999685683,4343.75,6325078.125
61.90045406227247,4062.5,6329140.625
61.96445812768812,4000.0,6333140.625
62.02846219310376,4109.375,6337250.0
62.09246625851941,4156.25,6341406.25
62.156470323935054,4453.125,6345859.375
62.22047438935071,4296.875,6350156.25
62.28447845476636,4437.5,6354593.75
62.348482520182,4546.875,6359140.625
62.41248658559765,4375.0,6363515.625
62.47649065101329,4203.125,6367718.75
62.54049471642894,4015.625,6371734.375
62.60449878184458,4812.5,6376546.875
62.66850284726024,3671.875,6380218.75
62.73250691267589,3828.125,6384046.875
62.79651097809153,4265.625,6388312.5
62.86051504350718,3890.625,6392203.125
62.92451910892282,4296.875,6396500.0
62.98852317433847,3812.5,6400312.5
63.05252723975413,4203.125,6404515.625
63.11653130516977,4562.5,6409078.125
63.18053537058542,4718.75,6413796.875
63.24453943600106,4578.125,6418375.0
63.30854350141671,4062.5,6422437.5
63.37254756683235,4500.0,6426937.5
63.436551632248,4359.375,6431296.875
63.50055569766366,4203.125,6435500.0
63.5645597630793,4656.25,6440156.25
63.62856382849495,3937.5,6444093.75
63.69256789391059,4625.0,6448718.75
63.75657195932624,4468.75,6453187.5
63.82057602474188,4328.125,6457515.625
63.88458009015753,4609.375,6462125.0
63.94858415557319,4859.375,6466984.375
64.01258822098883,4265.625,6471250.0
64.07659228640448,4390.625,6475640.625
64.14059635182012,3906.25,6479546.875
64.20460041723577,4906.25,6484453.125
64.26860448265141,4234.375,6488687.5
64.33260854806707,4593.75,6493281.25
64.39661261348272,4187.5,6497468.75
64.46061667889836,4234.375,6501703.125
64.524620744314,3765.625,6505468.75
64.58862480972965,4843.75,6510312.5
64.6526288751453,4718.75,6515031.25
64.71663294056094,3984.375,6519015.625
64.7806370059766,4781.25,6523796.875
64.84464107139225,4218.75,6528015.625
64.90864513680789,4265.625,6532281.25
64.97264920222354,3921.875,6536203.125
65.03665326763918,4546.875,6540750.0
65.10065733305483,3734.375,6544484.375
65.16466139847049,4328.125,6548812.5
65.22866546388613,4343.75,6553156.25
65.29266952930178,3828.125,6556984.375
65.35667359471742,4390.625,6561375.0
65.42067766013307,4093.75,6565468.75
65.48468172554871,4156.25,6569625.0
65.54868579096436,4093.75,6573718.75
65.61268985638002,4218.75,6577937.5
65.67669392179566,4078.125,6582015.625
65.7406979872113,4468.75,6586484.375
65.80470205262695,4000.0,6590484.375
65.8687061180426,4203.125,6594687.5
65.93271018345824,4109.375,6598796.875
65.9967142488739,3796.875,6602593.75
66.06071831428955,4078.125,6606671.875
66.12472237970519,4281.25,6610953.125
66.18872644512084,4187.5,6615140.625
66.25273051053648,4156.25,6619296.875
66.31673457595213,3906.25,6623203.125
66.38073864136777,4734.375,6627937.5
66.44474270678343,4687.5,6632625.0
66.50874677219907,4500.0,6637125.0
66.57275083761472,4078.125,6641203.125
66.63675490303036,4562.5,6645765.625
66.70075896844601,4296.875,6650062.5
66.76476303386166,4734.375,6654796.875
66.82876709927731,4046.875,6658843.75
66.89277116469296,4250.0,6663093.75
66.9567752301086,4375.0,6667468.75
67.02077929552425,3984.375,6671453.125
67.0847833609399,4125.0,6675578.125
67.14878742635554,3796.875,6679375.0
67.21279149177118,4421.875,6683796.875
67.27679555718684,3968.75,6687765.625
67.34079962260249,4531.25,6692296.875
67.40480368801813,4281.25,6696578.125
67.46880775343378,4718.75,6701296.875
67.53281181884942,4187.5,6705484.375
67.59681588426507,4359.375,6709843.75
67.66081994968071,4343.75,6714187.5
67.72482401509637,4546.875,6718734.375
67.78882808051202,4500.0,6723234.375
67.85283214592766,4312.5,6727546.875
67.91683621134331,3656.25,6731203.125
67.98084027675895,4468.75,6735671.875
68.0448443421746,4296.875,6739968.75
68.10884840759026,4093.75,6744062.5
68.1728524730059,4781.25,6748843.75
68.23685653842155,3609.375,6752453.125
68.3008606038372,4312.5,6756765.625
68.36486466925284,4296.875,6761062.5
68.42886873466848,3875.0,6764937.5
68.49287280008413,4046.875,6768984.375
68.55687686549979,4781.25,6773765.625
68.62088093091543,4875.0,6778640.625
68.68488499633108,4031.25,6782671.875
68.74888906174672,4562.5,6787234.375
68.81289312716237,4734.375,6791968.75
68.87689719257801,4000.0,6795968.75
68.94090125799367,4640.625,6800609.375
69.00490532340932,4250.0,6804859.375
69.06890938882496,4296.875,6809156.25
69.13291345424061,4937.5,6814093.75
69.19691751965625,4250.0,6818343.75
69.2609215850719,4687.5,6823031.25
69.32492565048754,4375.0,6827406.25
69.3889297159032,4171.875,6831578.125
69.45293378131885,4156.25,6835734.375
69.51693784673449,4593.75,6840328.125
69.58094191215014,4484.375,6844812.5
69.64494597756578,4375.0,6849187.5
69.70895004298143,3890.625,6853078.125
69.77295410839709,4390.625,6857468.75
69.83695817381273,4453.125,6861921.875
69.90096223922838,3890.625,6865812.5
69.96496630464402,4281.25,6870093.75
70.02897037005967,4609.375,6874703.125
70.09297443547531,4437.5,6879140.625
70.15697850089096,4359.375,6883500.0
70.22098256630662,4250.0,6887750.0
70.28498663172226,3593.75,6891343.75
70.3489906971379,4562.5,6895906.25
70.41299476255355,4812.5,6900718.75
70.4769988279692,4375.0,6905093.75
70.54100289338484,4546.875,6909640.625
70.60500695880049,4234.375,6913875.0
70.66901102421615,4015.625,6917890.625
70.73301508963179,4546.875,6922437.5
70.79701915504744,4203.125,6926640.625
70.86102322046308,3687.5,6930328.125
70.92502728587873,3796.875,6934125.0
70.98903135129437,4125.0,6938250.0
71.05303541671003,4250.0,6942500.0
71.11703948212568,4140.625,6946640.625
71.18104354754132,4515.625,6951156.25
71.24504761295697,4406.25,6955562.5
71.30905167837261,4031.25,6959593.75
71.37305574378826,4671.875,6964265.625
71.4370598092039,4109.375,6968375.0
71.50106387461956,4312.5,6972687.5
71.5650679400352,4265.625,6976953.125
71.62907200545085,3953.125,6980906.25
71.6930760708665,4609.375,6985515.625
71.75708013628214,5015.625,6990531.25
71.82108420169779,3828.125,6994359.375
71.88508826711345,4390.625,6998750.0
71.94909233252909,4687.5,7003437.5
72.01309639794474,4046.875,7007484.375
72.07710046336038,4921.875,7012406.25
72.14110452877603,4171.875,7016578.125
72.20510859419167,4031.25,7020609.375
72.26911265960732,3921.875,7024531.25
72.33311672502298,3906.25,7028437.5
72.39712079043862,4109.375,7032546.875
